dtstart,dtend,uid,description,salle
2023-09-26T06:00:00Z,2023-09-26T17:00:00Z,Cours-2548-14-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-03T06:00:00Z,2023-10-03T17:00:00Z,Cours-2548-15-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-24T06:00:00Z,2023-10-24T17:00:00Z,Cours-2548-18-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-31T07:00:00Z,2023-10-31T18:00:00Z,Cours-2548-19-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-11-21T07:00:00Z,2023-11-21T18:00:00Z,Cours-2548-22-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-11-28T07:00:00Z,2023-11-28T18:00:00Z,Cours-2548-23-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-12-26T07:00:00Z,2023-12-26T18:00:00Z,Cours-2548-27-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-02T07:00:00Z,2024-01-02T18:00:00Z,Cours-2548-28-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-16T07:00:00Z,2024-01-16T18:00:00Z,Cours-2548-30-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-23T07:00:00Z,2024-01-23T18:00:00Z,Cours-2548-31-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-02-20T07:00:00Z,2024-02-20T18:00:00Z,Cours-2548-35-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-02-27T07:00:00Z,2024-02-27T18:00:00Z,Cours-2548-36-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-03-26T07:00:00Z,2024-03-26T18:00:00Z,Cours-2548-40-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-04-02T06:00:00Z,2024-04-02T17:00:00Z,Cours-2548-41-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-04-23T06:00:00Z,2024-04-23T17:00:00Z,Cours-2548-44-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-04-30T06:00:00Z,2024-04-30T17:00:00Z,Cours-2548-45-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2\nMemo : entreprise\n",
2024-05-07T06:00:00Z,2024-05-07T17:00:00Z,Cours-2548-46-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2\nMemo : entreprise\n",
2024-05-21T06:00:00Z,2024-05-21T17:00:00Z,Cours-2548-48-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2\nMemo : entreprise\n",
2024-05-28T06:00:00Z,2024-05-28T17:00:00Z,Cours-2548-49-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-04T06:00:00Z,2024-06-04T17:00:00Z,Cours-2548-50-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-11T06:00:00Z,2024-06-11T17:00:00Z,Cours-2548-51-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-18T06:00:00Z,2024-06-18T17:00:00Z,Cours-2548-52-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-25T06:00:00Z,2024-06-25T17:00:00Z,Cours-2548-53-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-07-02T06:00:00Z,2024-07-02T17:00:00Z,Cours-2548-54-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2023-09-28T06:00:00Z,2023-09-28T17:00:00Z,Cours-2552-14-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-05T06:00:00Z,2023-10-05T17:00:00Z,Cours-2552-15-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-26T06:00:00Z,2023-10-26T17:00:00Z,Cours-2552-18-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-11-23T07:00:00Z,2023-11-23T18:00:00Z,Cours-2552-22-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-11-30T07:00:00Z,2023-11-30T18:00:00Z,Cours-2552-23-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-12-28T07:00:00Z,2023-12-28T18:00:00Z,Cours-2552-27-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-04T07:00:00Z,2024-01-04T18:00:00Z,Cours-2552-28-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-18T07:00:00Z,2024-01-18T18:00:00Z,Cours-2552-30-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-01-25T07:00:00Z,2024-01-25T18:00:00Z,Cours-2552-31-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, IA-SI-ALT, M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2024-02-22T07:00:00Z,2024-02-22T18:00:00Z,Cours-2552-35-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-02-29T07:00:00Z,2024-02-29T18:00:00Z,Cours-2552-36-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-03-28T07:00:00Z,2024-03-28T18:00:00Z,Cours-2552-40-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-04-04T06:00:00Z,2024-04-04T17:00:00Z,Cours-2552-41-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-04-25T06:00:00Z,2024-04-25T17:00:00Z,Cours-2552-44-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-05-23T06:00:00Z,2024-05-23T17:00:00Z,Cours-2552-48-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2\nMemo : entreprise\n",
2024-05-30T06:00:00Z,2024-05-30T17:00:00Z,Cours-2552-49-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-06T06:00:00Z,2024-06-06T17:00:00Z,Cours-2552-50-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-13T06:00:00Z,2024-06-13T17:00:00Z,Cours-2552-51-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-20T06:00:00Z,2024-06-20T17:00:00Z,Cours-2552-52-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-06-27T06:00:00Z,2024-06-27T17:00:00Z,Cours-2552-53-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2024-07-04T06:00:00Z,2024-07-04T17:00:00Z,Cours-2552-54-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : M1-IA-IL-ALT, M1-IA-SI-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt\nMemo : entreprise\n",
2023-09-29T06:00:00Z,2023-09-29T17:00:00Z,Cours-2553-14-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-06T06:00:00Z,2023-10-06T17:00:00Z,Cours-2553-15-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
2023-10-27T06:00:00Z,2023-10-27T17:00:00Z,Cours-2553-18-M1-IA-IL-ALT-Index-Education,"Matiere : Reservation de salles\nTD : IA-IL-ALT, M1-IA-IL-ALT, M1-ILSEN-alt, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-SICOM-Alt, M1IL-CMI-alt, M2IL-Alt-Gr1, M2IL-Alt-Gr2, M2SI-Alt\nMemo : entreprise\n",
